src,tgt
The waterfall resembles somebody who is pouring water so the name was Da:song earlier but afterward the name was changed to Dassam.,"জলপ্ৰপাতটোৰ পানী ঢালি থকা কাৰোবাৰ সৈতে মিল আছে বাবে আগতে ইয়াৰ নামটো দা:সং আছিল, কিন্তু পিছত নামটো সলনি কৰি দাসম কৰা হ’ল।"
"For instance, regrowth of nerves controlling muscles attached to the eye may sidetrack and also regrow connections reaching the muscles of the mouth.","উদাহৰণস্বৰূপে, চকুৰ সৈতে সংলগ্ন পেশী নিয়ন্ত্ৰণ কৰা স্নায়ুসমূহ পুনৰ বৃদ্ধি হ'লে একাষৰীয়া হ’ব পাৰে আৰু মুখৰ পেশীলৈ যোৱা সংযোগবোৰ পুনৰ বৃদ্ধি হ'ব পাৰে।"
"The spokeswoman went on to report that most of the injuries are to the abdomen and limbs, and one victim with an injury to the head.",মুখপাত্ৰগৰাকীয়ে লগতে কয় যে অধিকাংশ আঘাত পেটত আৰু হাত-ভৰিত হৈছে আৰু এগৰাকী ভুক্তভোগীয়ে মূৰত আঘাত পাইছে।
Initially the family had feared that Luong had traded his children to fund a drug habit.,প্ৰথম অৱস্থাত পৰিয়ালটোৱে আশংকা কৰিছিল যে লুৱঙে ড্ৰাগছৰ আসক্তিৰ বাবে ধন লাভ কৰিবলৈ নিজৰ সন্তানক বিক্রী কৰিছিল।
"The present lake area was a marshland with a thick growth of sweet flag, or Acorus calamus, locally called bojho.","বৰ্তমানৰ হ্ৰদ অঞ্চলটো আগতে এটা পিটনি আছিল, য'ত স্থানীয়ভাৱে বঝো বুলিও কোৱা বচ বা একোৰাচ কেলামাচ ঘনকৈ গজিছিল।"
A playground stood in the present garden area where the British officers played polo.,"বৰ্তমানৰ বাগিচা এলেকাত এখন খেলপথাৰ আছিল, য’ত ব্ৰিটিছ বিষয়াসকলে প’ল' খেলিছিল।"
The name also refers to the area surrounding the lake.,এই নামটোৱে হ্ৰদটোৰ চাৰিওফালে থকা অঞ্চলখিনিকো বুজায়।
It was also praising the positive attitude the country's government has towards its donkeys.,ইয়াৰ উপৰিও দেশখনৰ চৰকাৰৰ ইয়াৰ গাধবোৰৰ প্ৰতি থকা ইতিবাচক মনোভাৱক ই প্ৰশংসা কৰিছিল।
"Ray did the scripting, casting, scoring, and editing, and designed his own credit titles and publicity material.","ৰে'য়ে চিত্ৰনাট্য, কাষ্টিং, স্ক'ৰিং আৰু সম্পাদনা কৰিছিল আৰু নিজৰ ক্ৰেডিট টাইটেলসমূহ আৰু প্ৰচাৰ সামগ্ৰী ডিজাইন কৰিছিল।"
The Government of India honored him with the Padma Bhushan in 2001 and the Dadasaheb Phalke Award in 2002 for his contribution to Indian cinema.,ভাৰতীয় চলচ্চিত্ৰলৈ আগবঢ়োৱা অৱদানৰ বাবে তেওঁক ভাৰত চৰকাৰে ২০০১ চনত পদ্মভূষণ আৰু ২০০২ চনত দাদাচাহেব ফাল্কে বঁটাৰে সন্মানিত কৰিছিল।
This entity is termed as lymphatic plastic bronchitis.,এই অৱস্থাক লিম্ফেটিক প্লাষ্টিক ব্ৰংকাইটিছ বুলি কোৱা হয়।
A report in the newspapers about Gandhi's speech at the newly founded Benaras Hindu University attracted Bhave's attention.,নৱপ্ৰতিষ্ঠিত বেনাৰস হিন্দু বিশ্ববিদ্যালয়ত গান্ধীৰ ভাষণক লৈ বাতৰি কাকতত প্ৰকাশিত এক বাতৰিয়ে ভাৱেৰ দৃষ্টি আকৰ্ষণ কৰিছিল।
"Under his command, Indian forces conducted victorious campaigns against Pakistan in the Indo-Pakistani War of 1971, which led to the creation of Bangladesh in December 1971.","তেওঁৰ নেতৃত্বত ১৯৭১ চনৰ ভাৰত-পাকিস্তান যুদ্ধত ভাৰতীয় বাহিনীয়ে পাকিস্তানৰ বিৰুদ্ধে অভিযান চলাই বিজয় সাব্যস্ত কৰিছিল, যাৰ ফলস্বৰূপে ১৯৭১ চনৰ ডিচেম্বৰ মাহত বাংলাদেশ গঠন হৈছিল।"
"The Dakar is a symbol, and nothing can destroy symbols, they said.",ডাকাৰ এটা প্ৰতীক আৰু প্ৰতীকক একোৱেই ধ্বংস কৰিব নোৱাৰে বুলি তেওঁলোকে কয়।
"It is flanked by Southern Avenue to the North, Shyamaprasad Mukherjee Road to the West, Dhakuria to the East, and the Kolkata Suburban Railway tracks to the south.","ইয়াৰ কাষত উত্তৰে ছাউডাৰ্ণ এভিনিউ, পশ্চিমে শ্যামপ্ৰসাদ মুখাৰ্জী পথ, পূবে ঢাকুৰীয়া আৰু দক্ষিণে কলকাতা উপনগৰ ৰে'লপথসমূহ আছে।"
Police have indicated that 20 people have been injured in the incident.,আৰক্ষীয়ে ঘটনাটোত ২০জন লোক আহত হোৱাৰ ইংগিত দিছে।
The licence plate number of the Mercedes SUV is not known because there was no plate on the front of the vehicle.,মাৰ্চিডিজ এছইউভিখনৰ অনুজ্ঞাপত্র ফলকৰ নম্বৰটো জানিব পৰা হোৱা নাই কাৰণ গাড়ীখনৰ সন্মুখত কোনো ফলক নাছিল।
"The ciliary body is triangular in horizontal section and is coated by a double layer, the ciliary epithelium.",চিলিয়াৰী দেহটো অনুভূমিক অংশত ত্ৰিকোণীয় আৰু ইয়াত এক দুটা স্তৰৰ চিলিয়াৰী এপিথেলিয়ামৰ আৱৰণ থাকে।
The vast majority of concretions are in the conjunctival surface rather than deep.,"বেছিভাগ কংক্ৰিচন কনজাংক্টিভাৰ উপৰিভাগতে হয়, ভিতৰলৈ নহয়।"
"After the incision is made, the pus is drained out of the gland, and very small sutures are used to close the lesion.",ছেদন কৰাৰ পাছত পূজখিনি গ্ৰন্থিৰ পৰা উলিয়াই পেলোৱা হয় আৰু অতি সৰু সৰু চিলাই ব্যৱহাৰ কৰি ঘা ডোখৰ বন্ধ কৰা হয়।
Seronegative vaccine recipients have an excess risk of severe dengue compared to unvaccinated seronegative individuals.,টিকাকৰণ নোহোৱা ছেৰ’নেগেটিভ ব্যক্তিসকলৰ তুলনাত ছেৰ’নেগেটিভ টিকা গ্ৰহণকাৰীসকলৰ গুৰুতৰ ডেংগু হোৱাৰ সম্ভাৱনা অধিক থাকে।
"The name Mirik comes from the Lepcha words Mir-Yok meaning ""place burnt by fire"".","মিৰিক নামটো লেপচা শব্দ মিৰ-য়োকৰ পৰা আহিছে যাৰ অৰ্থ হৈছে ""জুইয়ে পোৰা ঠাই""।"
Mirik Bazar became a commercial centre of the region where people from the surrounding villages and tea gardens came to trade and buy their necessities.,"মিৰিক বজাৰ অঞ্চলটোৰ এক বাণিজ্যিক কেন্দ্ৰত পৰিণত হৈছিল, য’ত আশে-পাশে থকা গাঁও আৰু চাহ বাগিচাৰ মানুহে ব্যৱসায় কৰিবলৈ আৰু নিজৰ প্ৰয়োজনীয় সামগ্ৰী ক্ৰয় কৰিবলৈ আহিছিল।"
"The explosions which occurred almost simultaneously broke windows in adjoining buildings, sparked exchange of gunfire between the security personnel and the attacker, thereby sending smoke clouds in the sky.","প্ৰায় একেলগে সংঘটিত হোৱা বিস্ফোৰণৰ ফলত কাষৰীয়া অট্টালিকাসমূহৰ খিৰিকী ভাঙি গৈছিল, নিৰাপত্তাৰক্ষী আৰু আক্ৰমণকাৰীৰ মাজত গুলীয়া-গুলিৰ সূচনা হৈছিল, যাৰ ফলত আকাশলৈকে ধোঁৱাৰ মেঘ উঠিছিল।"
"It is bound by Shimoga district and Haveri district on the west, Chitradurga district on the east, Vijayanagara district on the north, and Chikmagalur district on the south.","ইয়াৰ পৰিসীমাত পশ্চিমে শিমোগা জিলা আৰু হাবেৰী জিলা, পূবে চিত্ৰদুৰ্গা জিলা, উত্তৰে বিজয়নগৰ জিলা আৰু দক্ষিণে চিকমগলুৰ জিলা আছে।"
"It also served a social function as a park and recreational space, with a central glass house dating from 1890 which was used for flower shows.","ইয়াৰ উপৰিও ই উদ্যান আৰু বিনোদনমূলক স্থান হিচাপে সামাজিক সেৱাও আগবঢ়াইছিল, য'ত ১৮৯০ চনৰ এটা কেন্দ্ৰীয় কাঁচৰ ঘৰ আছিল, যিটো ফুলৰ প্ৰদৰ্শনীৰ বাবে ব্যৱহাৰ কৰা হৈছিল।"
"An 85-year-old man, Reginald Hugh Donovan, has been jailed for a month by the Christchurch District Court for shoplifting.",ৰেজিনাল্ড হিউ ড’নভান নামৰ এগৰাকী ৮৫ বছৰীয়া লোকক দোকানত চুৰি কৰাৰ অপৰাধত ক্ৰাইষ্টচাৰ্চ জিলা আদালতৰ দ্বাৰা এমাহৰ বাবে কাৰাদণ্ড বিহা হৈছে।
In modern times it hosts two flower shows coinciding with the week of Republic Day and Independence Day.,আধুনিক সময়ত ইয়াত গণৰাজ্য দিৱস আৰু স্বাধীনতা দিৱসৰ সপ্তাহৰ লগত সংগতি ৰাখি দুটা ফুলৰ প্রদর্শনী অনুষ্ঠিত হয়।
"In the late 1190s, the Ghurid slave-commander Qutb al-Din Aibak purchased him in Delhi, thus making him the slave of a slave.",১১৯০ৰ দশকৰ শেষৰ ফালে ঘোৰী দাস-সেনাপতি কুতুব আল-দিন আইবাকে তেওঁক দিল্লীত ক্ৰয় কৰিছিল যাৰ ফলত তেওঁ এজন দাসৰ দাসত পৰিণত হৈছিল।
"About a month before that, an Afghan security officer started shooting at a police station, wounding three US soldiers and killing one.","ইয়াৰ প্ৰায় এমাহ পূৰ্বে এজন আফগান নিৰাপত্তা বিষয়াই এখন আৰক্ষী চকীত গুলীবৰ্ষণ আৰম্ভ কৰে, যাৰ ফলত তিনিজন আমেৰিকা যুক্তৰাষ্ট্ৰৰ সৈনিক আহত হয় আৰু এজন নিহত হয়।"
"It is an artificial lake named after Maharana Fateh Singh of Udaipur and Mewar, constructed north-west of Udaipur, to the north of Lake Pichola in the 1680s.","এইটো উদয়পুৰ আৰু মেৱাৰৰ মহাৰাণা ফতেহ সিংহৰ নামেৰে নামকৰণ কৰা এটা কৃত্ৰিম হ্ৰদ, যিটো ১৬৮০ চনত উদয়পুৰৰ উত্তৰ-পশ্চিমে, পিচোলা হ্ৰদৰ উত্তৰ দিশে নিৰ্মাণ কৰা হৈছিল।"
Only two children in NSW had been removed from contact with suspects.,এনএছডব্লিউ-ৰ মাত্ৰ দুটা শিশুক সন্দেহযুক্ত লোকৰ সংস্পৰ্শৰ পৰা আঁতৰাই নিয়া হৈছিল।
"It is named after the engineer Mr. Foy, an Englishman, who created it under a famine relief project in 1892.","ইংৰাজ অভিযন্তা মিষ্টাৰ ফয়ৰ নামেৰে ইয়াৰ নামকৰণ কৰা হৈছে, যিয়ে ১৮৯২ চনত দুৰ্ভিক্ষ সাহায্য প্ৰকল্পৰ অধীনত এইটো নির্মাণ কৰিছিল।"
He created it to tackle with harshest conditions of famine under a famine relief project.,তেওঁ দুৰ্ভিক্ষৰ আটাইতকৈ কঠোৰ পৰিস্থিতিৰ সৈতে মোকাবিলা কৰিবলৈ দুৰ্ভিক্ষ সাহায্য প্ৰকল্পৰ অধীনত এইটো নির্মাণ কৰিছিল।
"To preserve peace and order in a religiously and culturally diverse empire, he adopted policies that won him the support of his non-Muslim subjects.",ধৰ্মীয় আৰু সাংস্কৃতিকভাৱে বৈচিত্ৰ্যপূৰ্ণ সাম্ৰাজ্য এখনত শান্তি-শৃংখলা বজাই ৰাখিবলৈ তেওঁ এনে নীতি গ্ৰহণ কৰিছিল যাৰ ফলত তেওঁ তেওঁৰ অমুছলমান প্ৰজাৰ সমৰ্থন লাভ কৰিছিল।
Sometimes the removed stye is sent for a histopathological examination to investigate possibility of skin cancer.,কেতিয়াবা আঁতৰোৱা আচিনাটো ছালৰ কৰ্কট ৰোগৰ সম্ভাৱনা অনুসন্ধান কৰিবলৈ হিষ্টোপেথলজিকেল পৰীক্ষাৰ বাবে প্ৰেৰণ কৰা হয়।
"Over the years she came to be seen as a historical figure and appeared in several novels, plays, television serials, and movies.","কেইবা বছৰ ধৰি তেওঁক এক ঐতিহাসিক ব্যক্তি হিচাপে দেখা গৈছিল আৰু কেইবাখনো উপন্যাস, নাটক, দূৰদৰ্শন ধাৰাবাহিক আৰু চলচ্চিত্ৰত অভিনয় কৰিছিল।"
"Chandigarh is the nearest airport, which connects it to the rest of India.","নিকটতম বিমানবন্দৰটো হৈছে চণ্ডীগড়, যিয়ে ইয়াক ভাৰতৰ বাকী অংশৰ সৈতে সংযুক্ত কৰে।"
Balsamand Lake is a lake situated 5 kilometres from Jodhpur on Jodhpur-Mandore Road.,বালছামন্দ হ্ৰদ যোধপুৰ-মাণ্ডোৰ পথত যোধপুৰৰ পৰা ৫ কিলোমিটাৰ দূৰত্বত অৱস্থিত।
"A garland, supported by cherubs goes around the scene in a typical Hellenistic style.",চেৰাব সকলৰ দ্বাৰা সমৰ্থিত এডাল মালা সাধাৰণ হেলেনিষ্টিক শৈলীৰে দৃশ্যপটটোৰ চাৰিওফালে ঘূৰি ফুৰে।
"Most city dwellers appear to have been traders or artisans, who lived with others pursuing the same occupation in well-defined neighbourhoods.","চহৰৰ বেছিভাগ বাসিন্দা দেখাত ব্যৱসায়ী বা শিপিনী যেন আছিল, যিসকলে সুনিৰ্দিষ্ট চুবুৰীত একেটা বৃত্তি চলাই আনৰ সৈতে বাস কৰিছিল।"
"She was not available to comment to the media, but other family members said that they still have hope that the children are alive.","তেওঁ সংবাদ মাধ্যমৰ আগত মন্তব্য দিবলৈ উপস্থিত নাছিল, কিন্তু পৰিয়ালৰ আন সদস্যসকলে কৈছিল যে তেওঁলোকৰ এতিয়াও আশা আছে যে শিশুকেইটা জীয়াই আছে।"
"The first three members were permitted to participate on all occasions, but the fourth member was only allowed to sit and vote when legislation was being debated.","প্ৰথম তিনিগৰাকী সদস্যক সকলো অনুষ্ঠানতে অংশগ্ৰহণৰ অনুমতি দিয়া হৈছিল, কিন্তু চতুৰ্থজন সদস্যক অকল বিধানৰ ওপৰত যুক্তি-তৰ্ক চলি থকাৰ সময়তহে বহি ভোটদানৰ অনুমতি দিয়া হৈছিল।"
It was created by damming the Umiam River in the early 1960s.,১৯৬০ চনৰ আৰম্ভণিতে উমিয়াম নদীত বান্ধ নির্মাণ কৰি ইয়াক সৃষ্টি কৰা হৈছিল।
"Its name is most probably derived from the Persian word beydakhal, which means free from interference.","ইয়াৰ নামটো সম্ভৱতঃ পাৰ্চী ভাষাৰ বেইদখল শব্দৰ পৰা আহিছে, যাৰ অৰ্থ হ'ল হস্তক্ষেপ মুক্ত।"
It is Central India's largest boating center and amusement park with many tourists visiting every year.,"ই মধ্য ভাৰতৰ সৰ্ববৃহৎ নৌকা বিলাস কেন্দ্ৰ আৰু মনোৰঞ্জন উদ্যান, য’ত প্ৰতি বছৰে বহু পৰ্যটকৰ আগমন ঘটে।"
Ikop Pat is also a part of the legacy based on the legendary lovers - Khamba and Thoibi of Moirang.,ইকপ পট আখ্যানমূলক প্ৰেমিক- মইৰাঙৰ খাম্বা আৰু থোইবিৰ ওপৰত আধাৰিত ঐতিহ্যৰ এটা অংশ।
The dam provides for irrigation to several thousand hectares of farming land in the Hoshangabad and Harda districts.,এই বান্ধটোৰ জৰিয়তে হোছাংগাবাদ আৰু হার্দা জিলাৰ কেইবাহাজাৰ হেক্টৰ কৃষিভূমিত জলসিঞ্চনৰ ব্যৱস্থা কৰা হৈছে।
"In response to the killing of the police, the British colonial authorities declared martial law in and around Chauri Chaura.",আৰক্ষীক হত্যাৰ প্ৰতিক্ৰিয়া স্বৰূপে ব্ৰিটিছ ঔপনিৱেশিক কৰ্তৃপক্ষই চৌৰী চৌৰা আৰু ইয়াৰ আশে-পাশে সামৰিক আইন বলৱৎ কৰিছিল।
"During summers, there are streams of men, women, and children from all walks of life offering voluntary service to desilt the lake bed for about three months.","গ্ৰীষ্মকালত সকলো স্তৰৰ পুৰুষ, মহিলা আৰু শিশুৱে হ্ৰদৰ তলিখন গেদমুক্ত কৰিবলৈ প্ৰায় তিনিমাহৰ বাবে স্বেচ্ছামূলক সেৱা আগবঢ়ায়।"
Both stream systems include extensive marshes where they enter the lake.,দুয়োটা জলপ্রবাহ প্রণালীয়েই গৈ হ্ৰদটোত পৰা ঠাইখিনি বিশাল পিটনিৰে ভৰা।
Lake-side resorts are maintained by the Tourism Department.,হ্ৰদৰ কাষৰ ৰিজৰ্টসমূহ পৰ্যটন বিভাগে চোৱাচিতা কৰে।
"However, like India, the two communities' relationship remains tense and occasional communal violence has occurred, such as in the aftermath of Babri Mosque demolition.",অৱশ্যে ভাৰতৰ দৰেই দুয়োটা সম্প্ৰদায়ৰ মাজৰ সম্পৰ্ক উত্তেজনাপূৰ্ণ হৈয়েই আছে আৰু বাবৰি মছজিদ ধ্বংসৰ পাছত হোৱাৰ দৰে মাজে মাজে সাম্প্ৰদায়িক হিংসাৰ ঘটনা সংঘটিত হৈ আছে।
"The reservoir was formed by the construction of the Tawa Dam, which began in 1958 and was completed in 1978.","এই কৃত্রিম জলাশয়টো টাৱা বান্ধ নিৰ্মাণৰ ফলত গঠন হৈছিল, যিটো ১৯৫৮ চনত আৰম্ভ হৈ ১৯৭৮ চনত সম্পূৰ্ণ হৈছিল।"
"After the truck attempted to ram through the barrier, some reports stated that guards began to fire shots at the truck.",কিছুমান প্ৰতিবেদনত কোৱা হৈছিল যে ট্ৰাকখনে অৱৰোধৰ মাজেদি পলায়ন কৰিবলৈ চেষ্টা কৰাৰ পাছত ৰক্ষীসকলে ট্ৰাকখনক উদ্দেশ্যি গুলী চালনা কৰিবলৈ আৰম্ভ কৰিছিল।
A cruise boat service has been started by the tourism department for visitors to the dam and reservoir.,এই বান্ধ আৰু জলাশয়লৈ অহা পর্য্যটকসকলৰ বাবে পৰ্যটন বিভাগে নৌকা ভ্রমণ সেৱা আৰম্ভ কৰিছে ।
"Badkhal Lake was a natural lake situated in Badkhal village near Faridabad, in the Indian state of Haryana, about 32 kilometers from the national capital of Delhi.","বাদখাল হ্ৰদ ৰাষ্ট্ৰীয় ৰাজধানী দিল্লীৰ পৰা প্ৰায় ৩২ কিলোমিটাৰ দূৰত্বত, ভাৰতৰ হাৰিয়ানা ৰাজ্যৰ ফৰিদাবাদৰ ওচৰৰ বাদখাল গাঁৱত অৱস্থিত এক প্ৰাকৃতিক হ্ৰদ।"
"If bacterial conjunctivitis is suspected, but no response to topical antibiotics is seen, swabs for bacterial culture should be taken and tested.","যদি বেক্টেৰিয়াজনিত কনজাংটিভাইটিছ হোৱাৰ সন্দেহ হয়, কিন্তু স্থানীয় এণ্টিবায়টিকৰ প্ৰতি কোনো সঁহাৰি দেখা নাযায়, তেন্তে বেক্টেৰিয়া কালচাৰৰ বাবে স্বাব ল'ব লাগে আৰু তাক পৰীক্ষা কৰিব লাগে।"
The house arrest allowed the girl to attend school.,গৃহবন্দী হৈ থকা অৱস্থাত ছোৱালীজনীক বিদ্যালয়ত পঢ়িবলৈ অনুমতি দিয়া হৈছিল।
"Owing to unchecked mining in neighbouring areas, the lake began drying up two decades back and is now totally dried up.",চুবুৰীয়া অঞ্চলত চলি থকা অনিয়ন্ত্ৰিত খননৰ ফলত দুটা দশক আগতে এই হ্ৰদটো শুকাবলৈ আৰম্ভ কৰিছিল আৰু এতিয়া সম্পূৰ্ণৰূপে শুকাই গৈছে।
A flower show is held every spring here.,ইয়াত প্ৰত্যেক বসন্তকালতে এটা ফুল প্ৰদৰ্শনী অনুষ্ঠিত হয়।
"It is close to Deer Park, Hisar, and Shatavar Vatika Herbal Park, Hisar, both of which are run by the Forests Department, Haryana of Government of Haryana.","ইয়াৰ ওচৰতে আছে হৰিণ উদ্যান, হিছাৰ, আৰু শতাৱৰ ভাতিকা বনৌষধি উদ্যান, হিছাৰ, যি দুয়োখনে হাৰিয়ানা চৰকাৰৰ হাৰিয়ানা বন বিভাগে পৰিচালনা কৰে।"
The lake serves as a major tourist attraction for the state of Meghalaya.,এই হ্ৰদটো মেঘালয় ৰাজ্যৰ এক প্ৰধান পৰ্যটক আকর্ষণ হিচাপে পৰিগণিত।
Newspapers in Senegal have described the cancellation as a death sentence.,ছেনেগালৰ বাতৰি কাকতসমূহে এই বাতিলকৰণক মৃত্যুদণ্ড বুলি বৰ্ণনা কৰিছে।
"Lalbagh Botanical Garden or shortened Lalbagh is an old botanical garden in Bangalore, India.",লালবাগ উদ্ভিদ উদ্যান বা সংক্ষিপ্ত ৰূপত লালবাগ হৈছে ভাৰতৰ বঙাইগাঁৱৰ এখন পুৰণি উদ্ভিদ উদ্যান।
"Police have only confirmed that there was one gunman, Kimveer Gill, who was shot dead ""after police intervention, "".","আৰক্ষীয়ে মাত্ৰ এইটো নিশ্চিত কৰিছে যে এজন বন্দুকধাৰী কিমবীৰ গিল আছিল যাক ""আৰক্ষীৰ হস্তক্ষেপৰ পাছত"" গুলীয়াই হত্যা কৰা হৈছিল।"
Cleft lip with or without palate is classified as the most common congenital birth defect.,তালু থকা বা নথকা ফটা ওঁঠক জন্মগতভাৱে হোৱা আটাইতকৈ সাধাৰণ বিসংগতি হিচাপে শ্ৰেণীভুক্ত কৰা হৈছে।
The usual recommendation for those needing iseikonic correction is to wear contact lenses.,আইছেইকনিক সংশোধনৰ প্ৰয়োজন হোৱাসকলক সাধাৰণতে কনটেক্ট লেন্স পিন্ধিবলৈ পৰামৰ্শ দিয়া হয়।
The highly pathogenic influenza A virus subtype H5N1 is an emerging avian influenza virus that is causing global concern as a potential pandemic threat.,গুৰুতৰ ৰোগ সৃষ্টিকাৰী আৰু চৰাইৰ পৰা উৎপত্তি হোৱা ইনফ্লুৱেঞ্জা এ ভাইৰাছৰ উপপ্ৰকাৰ এইচ৫এন১-এ মহামাৰীৰ সৃষ্টি কৰাৰ আশংকা থকা বাবে বিশ্বজুৰি উদ্বেগৰ সৃষ্টি হৈছে।
"In most other mammals, it also innervates the musculus retractor bulbi, which can retract the eye for protection.","আন বেছিভাগ স্তন্যপায়ী প্ৰাণীৰ ক্ষেত্ৰত ইয়াৰ পৰা মাস্কুলাছ ৰিট্ৰেক্টৰ বালবিলৈও স্নায়ুতন্ত্ৰৰ ব্যৱস্থা আছে, যিয়ে সুৰক্ষাৰ বাবে চকুক পিছুৱাই লৈ যায়।"
"There are six basic rules, used in differing situations to form the most basic copulatives.",আটাইতকৈ মৌলিক সংযোজন বাক্য নিৰ্মাণৰ বাবে বিভিন্ন পৰিস্থিতিত ছটা মৌলিক নিয়ম প্ৰয়োগ কৰা হয়।
"But in 1620, Jahangir fell sick, and so ensued the familiar quest for power.",কিন্তু ১৬২০ চনত জাহাংগীৰ অসুস্থ হৈ পৰিছিল আৰু সেয়ে ক্ষমতা হস্তান্তৰৰ বাবে সুযোগ্য পাত্রৰ সন্ধান আৰম্ভ হৈছিল।
The critical period for cleft development ranges from the 4th to the 12th week of intrauterine life.,অন্তঃজৰায়ু জীৱনৰ ৪ৰ্থৰ পৰা দ্বাদশ সপ্তাহৰ মাজৰ সময়ছোৱা ফাটৰ বিকাশৰ ফালৰ পৰা গুৰুত্বপূৰ্ণ।
"They are caused by trauma, particularly with vegetable matter, as well as chemical injury, contact lenses and infections.","এইবোৰ সাধাৰণতে বিশেষকৈ শাক-পাচলিৰ অংশ সোমাই লগা আঘাত, ৰাসায়নিক পদাৰ্থৰ ফলত হোৱা আঘাত, কনটেক্ট লেন্স পিন্ধাৰ ফলত লগা আঘাত আৰু সংক্ৰমণৰ ফলত হয়।"
"Believed to have been constructed in 1213 A. D by order of the Kakatiya King Ganapathidev, the lake encompasses an area of 30 sq km.",১২১৩ খ্ৰীষ্টাব্দত কাকতীয় ৰজা গণপতিদেৱৰ আদেশত নিৰ্মাণ কৰা বুলি বিশ্বাস কৰা এই হ্ৰদটোৰ মুঠ মাটিকালি ৩০ বর্গ কিলোমিটাৰ।
Examination using a slit lamp (biomicroscope) may improve diagnostic accuracy.,শ্লিট লেম্প (বায়’মাইক্ৰস্কোপ) ব্যৱহাৰ কৰি পৰীক্ষা কৰিলে সঠিক নিদানৰ সম্ভাৱনা বৃদ্ধি পাব পাৰে।
This lake is a source of irrigation in the area.,এই হ্ৰদটো অঞ্চলটোৰ জলসিঞ্চনৰ এক উৎস।
"Stye surgery is performed by an ophthalmologist, and generally under local anesthesia.",ষ্টাই অস্ত্ৰোপচাৰ এজন চকু বিশেষজ্ঞই কৰে আৰু সাধাৰণতে এইটো কৰোঁতে স্থানীয় সংজ্ঞানাশক প্রয়োগ কৰা হয়।
"Samudragupta performed the Ashvamedha sacrifice to prove his imperial sovereignty, and according to his coins, remained undefeated.",সমুদ্ৰগুপ্তই নিজৰ সাম্ৰাজ্যিক সাৰ্বভৌমত্ব প্ৰমাণ কৰিবলৈ অশ্বমেধ যজ্ঞ কৰিছিল আৰু তেওঁৰ মুদ্ৰা অনুসৰি অপৰাজিত হৈ আছিল।
"Both Malom Zafar Shah and warlord Mehmood are from the ""Northern Alliance"" and members of Jamiat-e Islami Afghanistan led by Burhanuddin Rabbani who is currently a member of the Parliament.","মালম জাফৰ শ্বাহ আৰু যুদ্ধাধিপতি মেহমুদ দুয়োজনেই ""উত্তৰ মিত্ৰজোঁট""ৰ পৰা অহা আৰু বৰ্তমানৰ সাংসদ বুৰহানুদ্দিন ৰাব্বানীৰ নেতৃত্বাধীন জমিয়ত-ই ইছলামী আফগানিস্তানৰ সদস্য।"
"According to Cem Gnaltay, the Finance Manager for Novamed, the workers who are on strike and all the members of the union, are lying.",নোভামেডৰ বিত্ত সঞ্চালক চেম গনাল্টেইৰ মতে ধৰ্মঘট কৰা শ্ৰমিকসকল আৰু ইউনিয়নৰ সকলো সদস্যই মিছা মাতিছে।
"The WFP hopes the ship will be released soon, but cannot continue shipments until then because of safety concerns.","ডব্লিউএফপি-য়ে আশা কৰিছে যে জাহাজখন অতি সোনকালে মুকলি কৰি দিয়া হ’ব, কিন্তু সুৰক্ষাজনিত কাৰণত তেতিয়ালৈকে জাহাজখন চলাই নিব নোৱাৰে।"
"An estimated 40, 000 cubic metres of silt enters Umiam Lake every year.","উমিয়াম হ্রদত প্ৰতি বছৰে প্রায় ৪০,০০০ ঘনমিটাৰ গেদ সোমায়।"
"Clefts of the primary palate develop between the 4th and 7th weeks of intrauterine life, while clefts of the secondary palate develop between the 8th and 12th embryonic weeks.","প্ৰাথমিক তালুৰ ফাট গৰ্ভাশয়ৰ ভিতৰত থকা অৱস্থাৰ ৪ৰ্থ আৰু ৭ম সপ্তাহৰ ভিতৰত গঢ় লৈ উঠে, আনহাতে ভ্ৰূণৰ ৮ম আৰু ১২তম সপ্তাহৰ ভিতৰত গৌণ তালুৰ ফাট বিকশিত হয়।"
Excessive silt load in the lake has lowered the storage.,অত্যধিক গেদ জমা হোৱা বাবে হ্ৰদটোত পানীৰ পৰিমাণ কমি গৈছে।
"Materials from distant regions were used in the cities for constructing seals, beads and other objects.","চহৰবোৰত মোহৰ, মণি আৰু অন্যান্য বস্তু নিৰ্মাণৰ বাবে দূৰৈৰ অঞ্চলৰ পৰা অনা সামগ্ৰী ব্যৱহাৰ কৰা হৈছিল।"
"The exception are one piece IOLs, which must be placed within the capsular bag at the time of cataract surgery and hence cannot be used as secondary implants.","ইয়াৰ ব্যতিক্ৰম হ’ল একক অংশৰ আইঅ’এলসমূহ, যিবোৰ ছানি উঠোৱা অস্ত্ৰোপচাৰৰ সময়ত কেপছুলাৰ বেগৰ ভিতৰত ৰাখিব লাগিব আৰু সেয়ে এইবোৰক গৌণ সংৰোপণ হিচাপে ব্যৱহাৰ কৰিব নোৱাৰি।"
Magadha under Ajatashatru became the most powerful kingdom in North India.,অজাতাশত্ৰুৰ অধীনত মগধ উত্তৰ ভাৰতৰ আটাইতকৈ শক্তিশালী ৰাজ্য হৈ পৰিছিল।
